blockid,dist2midblk,rl_blk_mid_emp,rl_blk_mid_the,session_id,MDHM,Date,jul_day,Time,start_hr,obs_hour,dur_hr,ID,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,tide_dist,tide_ht,fish,block_fac,x,y,idv_rl
2N,90,131.84118131186463,142.9151498112135,T032,8_20_10_24,2020-08-20,26,10:24:00,9,10,0.5,624,ON,HS,1,EA,0,2,N,NA,91,0.45,333,3,NA,NA,131.72290026952473
2N,90,131.84118131186463,142.9151498112135,T032,8_20_10_25,2020-08-20,26,10:25:00,9,10,0.5,625,ON,HS,1,EA,0,2,N,NA,96,0.43,333,3,NA,NA,131.1503399797103
2N,90,131.84118131186463,142.9151498112135,T032,8_20_10_27,2020-08-20,26,10:27:00,9,10,0.5,626,ON,HS,1,EA,0,2,N,NA,95,0.41,333,3,NA,NA,131.26242818102327
2N,90,131.84118131186463,142.9151498112135,T033,8_20_10_44,2020-08-20,26,10:44:00,10,10,0.5,627,ON,HS,1,EA,0,2,N,NA,77,0.19,333,3,NA,NA,133.51110155390987
2N,90,131.84118131186463,142.9151498112135,T033,8_20_10_54,2020-08-20,26,10:54:00,10,10,0.5,631,ON,HS,1,EA,0,2,N,NA,85,0.07,333,3,NA,NA,132.45302357389673
2N,90,131.84118131186463,142.9151498112135,T033,8_20_10_58,2020-08-20,26,10:58:00,10,10,0.5,632,ON,HS,1,EA,0,2,N,NA,99,0.02,333,3,NA,NA,130.82095013173682
2N,90,131.84118131186463,142.9151498112135,T033,8_20_11_0,2020-08-20,26,11:00:00,10,11,0.5,634,ON,HS,1,EA,0,2,N,NA,67,0,333,3,NA,NA,135.00021026106796
2N,90,131.84118131186463,142.9151498112135,T034,8_20_11_35,2020-08-20,26,11:35:00,11,11,0.5,641,ON,HS,2,EA,0,2,N,NA,85,-0.32,333,3,NA,NA,132.45302357389673
2N,90,131.84118131186463,142.9151498112135,T034,8_20_11_41,2020-08-20,26,11:41:00,11,11,0.5,647,ON,HS,1,EA,0,2,N,NA,75,-0.36,333,3,NA,NA,133.79281058622462
2N,90,131.84118131186463,142.9151498112135,T034,8_20_11_43,2020-08-20,26,11:43:00,11,11,0.5,648,ON,HS,1,EA,0,2,N,NA,54,-0.38,333,3,NA,NA,137.30922501972725
2N,90,131.84118131186463,142.9151498112135,T035,8_20_12_45,2020-08-20,26,12:45:00,12,12,0.5,656,ON,HS,1,LB,0,2,N,240,83,-0.5,333,3,-41.500000000000036,71.88010851410839,132.70790050589153
2N,90,131.84118131186463,142.9151498112135,T035,8_20_12_49,2020-08-20,26,12:49:00,12,12,0.5,658,ON,HS,2,LB,0,2,N,250,102,-0.49,333,3,-34.886054619218186,95.84864732016266,130.50139429953674
2N,90,131.84118131186463,142.9151498112135,T035,8_20_12_57,2020-08-20,26,12:57:00,12,12,0.5,660,ON,HS,1,LB,0,2,N,250,81,-0.46,333,3,-27.703631609379148,76.11510228365859,132.96899455751313
2N,90,131.84118131186463,142.9151498112135,T035,8_20_13_4,2020-08-20,26,13:04:00,12,13,0.5,662,ON,HS,1,LB,1,2,N,300,81,-0.43,333,3,40.5,70.14805770653953,132.96899455751313
2N,90,131.84118131186463,142.9151498112135,T036,8_20_13_42,2020-08-20,26,13:42:00,13,13,0.5,665,ON,HS,2,LB,0,2,N,245,85,-0.15,333,3,-35.92255224795942,77.03616189811527,132.45302357389673
2N,90,131.84118131186463,142.9151498112135,T036,8_20_13_46,2020-08-20,26,13:46:00,13,13,0.5,667,ON,HS,1,LB,0,2,N,280,58,-0.12,333,3,10.071594304681938,57.11884967470807,136.54430501533855
2N,90,131.84118131186463,142.9151498112135,T037,8_20_15_14,2020-08-20,26,15:14:00,15,15,0.5,672,ON,HS,1,LB,0,2,N,310,84,1.06,333,3,53.9941592136693,64.34773322199416,132.5797034596777
2N,90,131.84118131186463,142.9151498112135,T037,8_20_15_18,2020-08-20,26,15:18:00,15,15,0.5,673,ON,HS,1,LB,0,2,N,307,104,1.12,333,3,62.588762407812986,83.0580930449185,130.29353678955738
2N,90,131.84118131186463,142.9151498112135,T037,8_20_15_25,2020-08-20,26,15:25:00,15,15,0.5,675,ON,HS,1,LB,0,2,N,290,111,1.23,333,3,37.96423590914927,104.30588090723582,129.5962645017176
2N,90,131.84118131186463,142.9151498112135,T037,8_20_15_33,2020-08-20,26,15:33:00,15,15,0.5,677,ON,HS,2,LB,0,2,N,315,60,1.36,333,3,42.426406871192846,42.42640687119286,136.18141177407878
2N,90,131.84118131186463,142.9151498112135,T038,8_20_15_52,2020-08-20,26,15:52:00,15,15,0.5,681,ON,HS,1,LB,0,2,N,300,76,1.66,333,3,38,65.81793068761733,133.65102936887746
2N,90,131.84118131186463,142.9151498112135,T040,8_21_13_48,2020-08-21,27,13:48:00,13,13,0.5,697,ON,HS,1,LB,0,2,N,25,107,-0.17,585,3,96.97493321292154,-45.22015400625484,129.98912787571385
2N,90,131.84118131186463,142.9151498112135,T040,8_21_13_57,2020-08-21,27,13:57:00,13,13,0.5,699,ON,HS,1,LB,0,2,N,25,86,-0.12,585,3,77.94246968515189,-36.345170509700154,132.32782535818754
2N,90,131.84118131186463,142.9151498112135,C009,8_22_11_23,2020-08-22,28,11:23:00,11,11,0.5,707,ON,HS,1,AC,0,2,N,32,61,1.33,296,3,51.730933865541985,-32.3250751182255,136.0044767470859
2N,90,131.84118131186463,142.9151498112135,C009,8_22_11_25,2020-08-22,28,11:25:00,11,11,0.5,708,ON,HS,1,AC,0,2,N,30,68,1.3,296,3,58.889727457341834,-33.99999999999999,134.8416247617509
2N,90,131.84118131186463,142.9151498112135,C011,8_22_12_45,2020-08-22,28,12:45:00,12,12,0.5,727,OFF,HS,1,LB,0,2,N,300,110,0.45,296,3,55,95.26279441628824,129.69313688608833
2N,90,131.84118131186463,142.9151498112135,C011,8_22_12_49,2020-08-22,28,12:49:00,12,12,0.5,729,OFF,HS,1,LB,0,2,N,295,68,0.42,296,3,28.738041798367572,61.628929518492185,134.8416247617509
2N,90,131.84118131186463,142.9151498112135,C011,8_22_12_59,2020-08-22,28,12:59:00,12,12,0.5,734,OFF,HS,1,LB,0,2,N,305,105,0.35,296,3,60.225525816859836,86.01096465034414,130.19110227182352
2N,90,131.84118131186463,142.9151498112135,C011,8_22_13_1,2020-08-22,28,13:01:00,12,13,0.5,735,OFF,HS,1,LB,0,2,N,285,54,0.34,296,3,13.976228435536097,52.1599946196097,137.30922501972725
2N,90,131.84118131186463,142.9151498112135,C011,8_22_13_9,2020-08-22,28,13:09:00,12,13,0.5,738,OFF,HS,1,LB,0,2,N,295,120,0.29,296,3,50.714191408883956,108.75693444439798,128.76173879185615
2N,90,131.84118131186463,142.9151498112135,C013,8_22_14_21,2020-08-22,28,14:21:00,14,14,0.5,752,OFF,HS,1,LB,0,2,N,295,56,0.18,296,3,23.666622657479177,50.75323607405239,136.9199339218918
2N,90,131.84118131186463,142.9151498112135,C013,8_22_14_24,2020-08-22,28,14:24:00,14,14,0.5,754,OFF,HS,1,LB,0,2,N,322,72,0.19,296,3,56.73677425968398,44.32762622344739,134.2297824997188
2N,90,131.84118131186463,142.9151498112135,C014,8_24_12_47,2020-08-24,30,12:47:00,12,12,0.5,756,OFF,HS,1,LB,0,2,N,280,57,2.06,248,3,9.897946127015008,56.13404192169586,136.73047188888592
2N,90,131.84118131186463,142.9151498112135,C014,8_24_12_56,2020-08-24,30,12:56:00,12,12,0.5,757,OFF,HS,1,LB,0,2,N,285,85,2,248,3,21.999618833714226,82.10369523457082,132.45302357389673
2N,90,131.84118131186463,142.9151498112135,C014,8_24_12_58,2020-08-24,30,12:58:00,12,12,0.5,758,OFF,HS,1,LB,0,2,N,275,63,1.98,248,3,5.490811793102447,62.760265979779966,135.65914597968617
2N,90,131.84118131186463,142.9151498112135,C014,8_24_13_13,2020-08-24,30,13:13:00,12,13,0.5,762,OFF,HS,1,LB,0,2,N,295,63,1.87,248,3,26.624950489664077,57.097390583308936,135.65914597968617
2N,90,131.84118131186463,142.9151498112135,C014,8_24_13_15,2020-08-24,30,13:15:00,12,13,0.5,763,OFF,HS,1,LB,0,2,N,280,54,1.85,248,3,9.377001594014219,53.17961866265924,137.30922501972725
2N,90,131.84118131186463,142.9151498112135,T041,8_24_13_38,2020-08-24,30,13:38:00,13,13,0.5,764,ON,HS,1,LB,0,2,N,280,54,1.68,248,3,9.377001594014219,53.17961866265924,137.30922501972725
2N,90,131.84118131186463,142.9151498112135,T041,8_24_13_42,2020-08-24,30,13:42:00,13,13,0.5,767,ON,HS,1,LB,0,2,N,285,82,1.65,248,3,21.223161698406663,79.20591775570361,132.83765149352013
2N,90,131.84118131186463,142.9151498112135,T041,8_24_13_48,2020-08-24,30,13:48:00,13,13,0.5,769,ON,HS,2,LB,0,2,N,270,61,1.61,248,3,-1.1205518212198282e-14,61,136.0044767470859
2N,90,131.84118131186463,142.9151498112135,T041,8_24_13_54,2020-08-24,30,13:54:00,13,13,0.5,771,ON,HS,1,LB,0,2,N,265,61,1.57,248,3,-5.3165003076071535,60.767876583596475,136.0044767470859
2N,90,131.84118131186463,142.9151498112135,T041,8_24_13_54,2020-08-24,30,13:54:00,13,13,0.5,772,ON,HS,1,LB,0,2,N,320,83,1.57,248,3,63.58168877887517,53.351371603982784,132.70790050589153
2N,90,131.84118131186463,142.9151498112135,T041,8_24_13_57,2020-08-24,30,13:57:00,13,13,0.5,774,ON,HS,1,LB,0,2,N,305,120,1.55,248,3,68.82917236212552,98.29824531467902,128.76173879185615
2N,90,131.84118131186463,142.9151498112135,T041,8_24_14_1,2020-08-24,30,14:01:00,13,14,0.5,776,ON,HS,1,LB,0,2,N,300,63,1.52,248,3,31.5,54.55960043841963,135.65914597968617
2N,90,131.84118131186463,142.9151498112135,T041,8_24_14_4,2020-08-24,30,14:04:00,13,14,0.5,777,ON,HS,2,LB,0,2,N,275,101,1.5,248,3,8.802730017513447,100.6156645072663,130.60685648676227
2N,90,131.84118131186463,142.9151498112135,T041,8_24_14_7,2020-08-24,30,14:07:00,13,14,0.5,778,ON,HS,2,LB,0,2,N,305,74,1.48,248,3,42.44465628997741,60.61725127738539,133.93649496393175
2N,90,131.84118131186463,142.9151498112135,T042,8_27_17_35,2020-08-27,33,17:35:00,17,17,0.5,783,ON,HS,1,LB,0,2,N,310,54,2.51,227,3,34.71053092307312,41.36639992842482,137.30922501972725
2N,90,131.84118131186463,142.9151498112135,C015,8_27_18_20,2020-08-27,33,18:20:00,18,18,0.5,788,OFF,HS,1,LB,0,2,N,310,100,2.34,227,3,64.27876096865393,76.60444431189781,130.71336806621613
2N,90,131.84118131186463,142.9151498112135,C015,8_27_18_22,2020-08-27,33,18:22:00,18,18,0.5,789,OFF,HS,1,LB,0,2,N,320,51,2.33,227,3,39.068266599067876,32.78216809401352,137.92106728175938
2N,90,131.84118131186463,142.9151498112135,C015,8_27_18_24,2020-08-27,33,18:24:00,18,18,0.5,790,OFF,HS,1,LB,0,2,N,330,103,2.33,227,3,89.20061658979715,51.50000000000004,130.39696102810154
2N,90,131.84118131186463,142.9151498112135,C015,8_27_18_33,2020-08-27,33,18:33:00,18,18,0.5,792,OFF,HS,1,LB,0,2,N,320,59,2.3,227,3,45.1966221440197,37.92446897150584,136.36132063785044
2N,90,131.84118131186463,142.9151498112135,C015,8_27_18_35,2020-08-27,33,18:35:00,18,18,0.5,793,OFF,HS,1,LB,0,2,N,310,61,2.29,227,3,39.2100441908789,46.728711030257664,136.0044767470859
2N,90,131.84118131186463,142.9151498112135,C015,8_27_18_38,2020-08-27,33,18:38:00,18,18,0.5,795,OFF,HS,1,LB,0,2,N,340,55,2.29,227,3,51.68309414322496,18.81110788291177,137.11280986831096
2N,90,131.84118131186463,142.9151498112135,T044,9_2_12_19,2020-09-02,39,12:19:00,12,12,0.5,810,ON,HS,1,AB,0,2,N,295,85,0.04,145,3,35.922552247959466,77.03616189811524,132.45302357389673
2N,90,131.84118131186463,142.9151498112135,T044,9_2_12_37,2020-09-02,39,12:37:00,12,12,0.5,818,ON,HS,1,AB,0,2,N,300,83,0.12,145,3,41.5,71.8801085141084,132.70790050589153
2N,90,131.84118131186463,142.9151498112135,T045,9_2_14_1,2020-09-02,39,14:01:00,13,14,0.5,830,ON,HS,1,AB,0,2,N,290,113,0.88,145,3,38.648276195800605,106.18526614880764,129.4051107539051
2N,90,131.84118131186463,142.9151498112135,T045,9_2_14_1,2020-09-02,39,14:01:00,13,14,0.5,831,ON,HS,2,AB,0,2,N,NA,88,0.88,145,3,NA,NA,132.0817380739425
2N,90,131.84118131186463,142.9151498112135,T045,9_2_14_4,2020-09-02,39,14:04:00,13,14,0.5,833,ON,HS,1,AB,0,2,N,NA,82,0.92,145,3,NA,NA,132.83765149352013
2N,90,131.84118131186463,142.9151498112135,T046,9_2_14_28,2020-09-02,39,14:28:00,14,14,0.5,840,ON,HS,1,AB,0,2,N,NA,56,1.22,145,3,NA,NA,136.9199339218918
2N,90,131.84118131186463,142.9151498112135,T046,9_2_14_41,2020-09-02,39,14:41:00,14,14,0.5,845,ON,HS,1,AB,0,2,N,320,68,1.39,145,3,52.0910221320905,43.70955745868469,134.8416247617509
2N,90,131.84118131186463,142.9151498112135,T046,9_2_14_44,2020-09-02,39,14:44:00,14,14,0.5,847,ON,HS,1,AB,0,2,N,NA,110,1.43,145,3,NA,NA,129.69313688608833
2N,90,131.84118131186463,142.9151498112135,T046,9_2_14_46,2020-09-02,39,14:46:00,14,14,0.5,848,ON,HS,1,AB,0,2,N,310,80,1.46,145,3,51.42300877492314,61.283555449518246,133.1019692540703
2N,90,131.84118131186463,142.9151498112135,T047,9_2_15_38,2020-09-02,39,15:38:00,15,15,0.5,856,ON,HS,1,AB,0,2,N,NA,74,2.14,145,3,NA,NA,133.93649496393175
2N,90,131.84118131186463,142.9151498112135,T047,9_2_15_48,2020-09-02,39,15:48:00,15,15,0.5,860,ON,HS,1,AB,0,2,N,NA,72,2.27,145,3,NA,NA,134.2297824997188
2N,90,131.84118131186463,142.9151498112135,T048,9_3_10_59,2020-09-03,40,10:59:00,10,10,0.5,863,ON,HS,1,AB,0,2,N,335,79,0.53,407,3,71.59831517589535,33.38684267751523,133.23661663215543
2N,90,131.84118131186463,142.9151498112135,T048,9_3_11_4,2020-09-03,40,11:04:00,10,11,0.5,864,ON,HS,1,AB,0,2,N,320,82,0.49,407,3,62.81564433575619,52.70858399429625,132.83765149352013
2N,90,131.84118131186463,142.9151498112135,T048,9_3_11_16,2020-09-03,40,11:16:00,10,11,0.5,869,ON,HS,1,AB,0,2,N,325,114,0.4,407,3,93.38333304894503,65.3877137440193,129.3107989066633
2N,90,131.84118131186463,142.9151498112135,T048,9_3_11_18,2020-09-03,40,11:18:00,10,11,0.5,872,ON,HS,1,AB,0,2,N,330,88,0.39,407,3,76.21023553303058,44.00000000000004,132.0817380739425
2N,90,131.84118131186463,142.9151498112135,T048,9_3_11_21,2020-09-03,40,11:21:00,10,11,0.5,873,ON,HS,1,AB,0,2,N,330,80,0.37,407,3,69.28203230275507,40.000000000000036,133.1019692540703
2N,90,131.84118131186463,142.9151498112135,T048,9_3_11_25,2020-09-03,40,11:25:00,10,11,0.5,874,ON,HS,2,AB,0,2,N,315,121,0.34,407,3,85.55992052357225,85.55992052357227,128.67290570596052
2N,90,131.84118131186463,142.9151498112135,T049,9_3_11_37,2020-09-03,40,11:37:00,11,11,0.5,878,ON,HS,2,AB,0,2,N,320,83,0.28,407,3,63.58168877887517,53.351371603982784,132.70790050589153
2N,90,131.84118131186463,142.9151498112135,T049,9_3_11_39,2020-09-03,40,11:39:00,11,11,0.5,879,ON,HS,1,AB,0,2,N,320,95,0.27,407,3,72.7742220963029,61.06482292022126,131.26242818102327
2N,90,131.84118131186463,142.9151498112135,T049,9_3_11_40,2020-09-03,40,11:40:00,11,11,0.5,880,ON,HS,1,AB,0,2,N,330,74,0.26,407,3,64.08587988004844,37.000000000000036,133.93649496393175
2N,90,131.84118131186463,142.9151498112135,T049,9_3_11_50,2020-09-03,40,11:50:00,11,11,0.5,884,ON,HS,1,AB,0,2,N,315,100,0.22,407,3,70.71067811865474,70.71067811865477,130.71336806621613
2N,90,131.84118131186463,142.9151498112135,T050,9_3_12_20,2020-09-03,40,12:20:00,12,12,0.5,894,ON,HS,1,AB,0,2,N,330,72,0.17,407,3,62.35382907247956,36.00000000000003,134.2297824997188
2N,90,131.84118131186463,142.9151498112135,T050,9_3_12_24,2020-09-03,40,12:24:00,12,12,0.5,897,ON,HS,1,AB,0,2,N,325,71,0.17,407,3,58.159795144518405,40.72392698092429,134.37949578516992
2N,90,131.84118131186463,142.9151498112135,T051,9_3_13_46,2020-09-03,40,13:46:00,13,13,0.5,904,ON,HS,1,AB,0,2,N,320,112,0.54,407,3,85.79697762932553,71.99221228489243,129.5002609396692
2N,90,131.84118131186463,142.9151498112135,T052,9_3_14_18,2020-09-03,40,14:18:00,14,14,0.5,916,ON,HS,1,AB,0,2,N,310,57,0.85,407,3,36.63889375213274,43.664533257781756,136.73047188888592
2N,90,131.84118131186463,142.9151498112135,T052,9_3_14_29,2020-09-03,40,14:29:00,14,14,0.5,921,ON,HS,1,AB,0,2,N,325,84,0.97,407,3,68.80877172027529,48.18042065348789,132.5797034596777
2N,90,131.84118131186463,142.9151498112135,T052,9_3_14_32,2020-09-03,40,14:32:00,14,14,0.5,923,ON,HS,1,AB,0,2,N,330,96,1,407,3,83.13843876330608,48.00000000000004,131.1503399797103
2N,90,131.84118131186463,142.9151498112135,T052,9_3_14_35,2020-09-03,40,14:35:00,14,14,0.5,924,ON,HS,1,AB,0,2,N,320,120,1.03,407,3,91.92533317427734,77.13451316238475,128.76173879185615
2N,90,131.84118131186463,142.9151498112135,T052,9_3_14_42,2020-09-03,40,14:42:00,14,14,0.5,929,ON,HS,1,AB,0,2,N,315,77,1.11,407,3,54.44722215136415,54.44722215136417,133.51110155390987
2N,90,131.84118131186463,142.9151498112135,T053,9_3_15_8,2020-09-03,40,15:08:00,15,15,0.5,931,ON,HS,1,AB,0,2,N,310,116,1.43,407,3,74.56336272363855,88.86115540180147,129.12463203311592
2N,90,131.84118131186463,142.9151498112135,T053,9_3_15_31,2020-09-03,40,15:31:00,15,15,0.5,940,ON,HS,1,AB,0,2,N,315,53,1.72,407,3,37.476659402887016,37.47665940288703,137.5093116942173
2N,90,131.84118131186463,142.9151498112135,T053,9_3_15_33,2020-09-03,40,15:33:00,15,15,0.5,941,ON,HS,1,AB,0,2,N,320,100,1.75,407,3,76.6044443118978,64.27876096865396,130.71336806621613
2N,90,131.84118131186463,142.9151498112135,T054,9_3_15_58,2020-09-03,40,15:58:00,15,15,0.5,946,ON,HS,1,AB,0,2,N,320,120,2.06,407,3,91.92533317427734,77.13451316238475,128.76173879185615
2N,90,131.84118131186463,142.9151498112135,T054,9_3_16_11,2020-09-03,40,16:11:00,15,16,0.5,950,ON,HS,1,AB,0,2,N,325,69,2.22,407,3,56.521491055940416,39.5767741082222,134.6853544620571
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_29,2020-09-04,41,11:29:00,11,11,0.5,951,ON,HS,1,AB,1,2,N,320,60,0.8,195,3,45.96266658713867,38.567256581192375,136.18141177407878
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_29,2020-09-04,41,11:29:00,11,11,0.5,952,ON,HS,2,AB,0,2,N,320,60,0.8,195,3,45.96266658713867,38.567256581192375,136.18141177407878
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_33,2020-09-04,41,11:33:00,11,11,0.5,954,ON,HS,1,AB,0,2,N,325,84,0.76,195,3,68.80877172027529,48.18042065348789,132.5797034596777
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_34,2020-09-04,41,11:34:00,11,11,0.5,955,ON,HS,1,AB,0,2,N,320,76,0.76,195,3,58.21937767704232,48.85185833617701,133.65102936887746
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_36,2020-09-04,41,11:36:00,11,11,0.5,956,ON,HS,1,AB,0,2,N,325,53,0.74,195,3,43.41505834731655,30.39955112660546,137.5093116942173
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_39,2020-09-04,41,11:39:00,11,11,0.5,957,ON,HS,1,AB,0,2,N,310,60,0.72,195,3,38.56725658119235,45.962666587138685,136.18141177407878
2N,90,131.84118131186463,142.9151498112135,T055,9_4_11_46,2020-09-04,41,11:46:00,11,11,0.5,961,ON,HS,1,AB,0,2,N,325,100,0.67,195,3,81.91520442889916,57.35764363510464,130.71336806621613
2N,90,131.84118131186463,142.9151498112135,T056,9_4_12_16,2020-09-04,41,12:16:00,12,12,0.5,964,ON,HS,1,AB,0,2,N,325,83,0.5,195,3,67.9896196759863,47.60684421713685,132.70790050589153
2N,90,131.84118131186463,142.9151498112135,T056,9_4_12_17,2020-09-04,41,12:17:00,12,12,0.5,965,ON,HS,1,AB,0,2,N,340,63,0.5,195,3,59.200635109512234,21.547269029517118,135.65914597968617
2N,90,131.84118131186463,142.9151498112135,T056,9_4_12_21,2020-09-04,41,12:21:00,12,12,0.5,966,ON,HS,1,AB,0,2,N,335,70,0.48,195,3,63.441545092565505,29.58327832184894,134.53133273403765
2N,90,131.84118131186463,142.9151498112135,T056,9_4_12_31,2020-09-04,41,12:31:00,12,12,0.5,968,ON,HS,1,AB,0,2,N,315,72,0.45,195,3,50.91168824543142,50.911688245431435,134.2297824997188
2N,90,131.84118131186463,142.9151498112135,T056,9_4_12_35,2020-09-04,41,12:35:00,12,12,0.5,969,ON,HS,1,AB,0,2,N,320,70,0.44,195,3,53.62311101832845,44.99513267805777,134.53133273403765
2N,90,131.84118131186463,142.9151498112135,T057,9_4_13_5,2020-09-04,41,13:05:00,13,13,0.5,970,ON,HS,3,AB,0,2,N,330,70,0.42,195,3,60.62177826491069,35.00000000000003,134.53133273403765
2N,90,131.84118131186463,142.9151498112135,T057,9_4_13_14,2020-09-04,41,13:14:00,13,13,0.5,973,ON,HS,1,AB,0,2,N,320,100,0.44,195,3,76.6044443118978,64.27876096865396,130.71336806621613
2N,90,131.84118131186463,142.9151498112135,T057,9_4_13_17,2020-09-04,41,13:17:00,13,13,0.5,974,ON,HS,1,AB,0,2,N,325,70,0.44,195,3,57.34064310022941,40.15035054457325,134.53133273403765
2N,90,131.84118131186463,142.9151498112135,T057,9_4_13_25,2020-09-04,41,13:25:00,13,13,0.5,976,ON,HS,1,AB,0,2,N,325,66,0.46,195,3,54.06403492307344,37.85604479916906,135.16118059395097
2N,90,131.84118131186463,142.9151498112135,T058,9_4_13_37,2020-09-04,41,13:37:00,13,13,0.5,979,ON,HS,1,AB,0,2,N,330,92,0.51,195,3,79.67433714816833,46.00000000000004,131.6059119420486
2N,90,131.84118131186463,142.9151498112135,T058,9_4_13_47,2020-09-04,41,13:47:00,13,13,0.5,986,ON,HS,1,AB,0,2,N,330,70,0.55,195,3,60.62177826491069,35.00000000000003,134.53133273403765
2N,90,131.84118131186463,142.9151498112135,T058,9_4_13_53,2020-09-04,41,13:53:00,13,13,0.5,989,ON,HS,1,AB,0,2,N,315,91,0.58,195,3,64.34671708797582,64.34671708797583,131.72290026952473
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_4,2020-09-04,41,15:04:00,15,15,0.5,991,ON,HS,1,AB,0,2,N,330,53,1.17,195,3,45.89934640057523,26.500000000000025,137.5093116942173
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_10,2020-09-04,41,15:10:00,15,15,0.5,994,ON,HS,1,AB,0,2,N,310,111,1.24,195,3,71.34942467520585,85.03093318620657,129.5962645017176
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_11,2020-09-04,41,15:11:00,15,15,0.5,995,ON,HS,1,AB,0,2,N,330,71,1.25,195,3,61.48780366869512,35.50000000000003,134.37949578516992
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_14,2020-09-04,41,15:14:00,15,15,0.5,996,ON,HS,1,AB,0,2,N,325,91,1.28,195,3,74.54283603029823,52.19545570794522,131.72290026952473
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_20,2020-09-04,41,15:20:00,15,15,0.5,998,ON,HS,2,AB,0,2,N,325,88,1.34,195,3,72.08537989743125,50.47472639889208,132.0817380739425
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_27,2020-09-04,41,15:27:00,15,15,0.5,1003,ON,HS,2,AB,0,2,N,330,60,1.42,195,3,51.961524227066306,30.00000000000003,136.18141177407878
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_30,2020-09-04,41,15:30:00,15,15,0.5,1004,ON,HS,2,AB,0,2,N,335,61,1.46,195,3,55.28477500923565,25.779713966182648,136.0044767470859
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_33,2020-09-04,41,15:33:00,15,15,0.5,1006,ON,HS,2,AB,0,2,N,340,59,1.49,195,3,55.4418646263686,20.179188456214444,136.36132063785044
2N,90,131.84118131186463,142.9151498112135,T059,9_4_15_34,2020-09-04,41,15:34:00,15,15,0.5,1007,ON,HS,1,AB,0,2,N,320,105,1.5,195,3,80.43466652749268,67.49269901708665,130.19110227182352
2N,90,131.84118131186463,142.9151498112135,T061,9_4_16_27,2020-09-04,41,16:27:00,16,16,0.5,1010,ON,HS,1,AB,0,2,N,315,91,2.12,195,3,64.34671708797582,64.34671708797583,131.72290026952473
2N,90,131.84118131186463,142.9151498112135,T061,9_4_16_37,2020-09-04,41,16:37:00,16,16,0.5,1017,ON,HS,1,AB,0,2,N,330,110,2.24,195,3,95.26279441628822,55.00000000000005,129.69313688608833
2N,90,131.84118131186463,142.9151498112135,T061,9_4_16_39,2020-09-04,41,16:39:00,16,16,0.5,1018,ON,HS,1,AB,0,2,N,340,55,2.26,195,3,51.68309414322496,18.81110788291177,137.11280986831096
2N,90,131.84118131186463,142.9151498112135,T061,9_4_16_51,2020-09-04,41,16:51:00,16,16,0.5,1024,ON,HS,1,AB,0,2,N,325,125,2.4,195,3,102.39400553612394,71.6970545438808,128.32476687836197
2N,90,131.84118131186463,142.9151498112135,T061,9_4_16_52,2020-09-04,41,16:52:00,16,16,0.5,1025,ON,HS,1,AB,0,2,N,320,59,2.41,195,3,45.1966221440197,37.92446897150584,136.36132063785044
2N,90,131.84118131186463,142.9151498112135,T061,9_4_16_54,2020-09-04,41,16:54:00,16,16,0.5,1026,ON,HS,3,AB,0,2,N,330,74,2.43,195,3,64.08587988004844,37.000000000000036,133.93649496393175
2N,90,131.84118131186463,142.9151498112135,C017,9_5_10_27,2020-09-05,42,10:27:00,10,10,0.5,1036,OFF,HS,1,AB,0,2,N,320,53,1.91,65,3,40.600355485305826,34.0677433133866,137.5093116942173
2N,90,131.84118131186463,142.9151498112135,C017,9_5_10_28,2020-09-05,42,10:28:00,10,10,0.5,1038,OFF,HS,1,AB,0,2,N,315,90,1.9,65,3,63.63961030678927,63.639610306789294,131.84118131186463
2N,90,131.84118131186463,142.9151498112135,C017,9_5_10_34,2020-09-05,42,10:34:00,10,10,0.5,1042,OFF,HS,1,AB,0,2,N,320,69,1.84,65,3,52.85706657520947,44.35234506837123,134.6853544620571
2N,90,131.84118131186463,142.9151498112135,C018,9_5_11_1,2020-09-05,42,11:01:00,11,11,0.5,1049,OFF,HS,1,AB,0,2,N,305,63,1.59,65,3,36.1353154901159,51.606578790206484,135.65914597968617
2N,90,131.84118131186463,142.9151498112135,C018,9_5_11_15,2020-09-05,42,11:15:00,11,11,0.5,1051,OFF,HS,1,AB,0,2,N,320,59,1.46,65,3,45.1966221440197,37.92446897150584,136.36132063785044
2N,90,131.84118131186463,142.9151498112135,C018,9_5_11_18,2020-09-05,42,11:18:00,11,11,0.5,1052,OFF,HS,1,AB,0,2,N,325,66,1.44,65,3,54.06403492307344,37.85604479916906,135.16118059395097
